Report Date,ZIP Code,Number of Cases,Number of Testing Encounters,Number of PCR Testing Encounters
07/04/2020,22192,755,,5981
07/04/2020,22193,1579,,8343
07/04/2020,22201,225,,2490
07/04/2020,22202,219,,1902
07/04/2020,22203,328,,2194
07/04/2020,22204,1027,,5576
07/04/2020,22205,137,,1686
07/04/2020,22206,177,,1671
07/04/2020,22207,289,,2630
07/04/2020,22209,87,,934
07/04/2020,22211,Suppressed*,,20
07/04/2020,22213,18,,221
07/04/2020,22214,0,,3
07/04/2020,22301,91,,1068
07/04/2020,22302,245,,2595
07/04/2020,22303,215,,1244
07/04/2020,22304,697,,4741
07/04/2020,22305,589,,2376
07/04/2020,22306,893,,3594
07/04/2020,22307,78,,802
07/04/2020,22308,73,,711
07/04/2020,22309,657,,2842
07/04/2020,22310,301,,1988
07/04/2020,22311,455,,2454
07/04/2020,22312,604,,2914
07/04/2020,22314,214,,2508
07/04/2020,22315,113,,1649
07/04/2020,22401,247,,2452
07/04/2020,22405,148,,2117
07/04/2020,22406,120,,1690
07/04/2020,22407,629,,5487
07/04/2020,22408,221,,2111
07/04/2020,22427,15,,497
07/04/2020,22432,Suppressed*,,49
07/04/2020,22433,Suppressed*,,9
07/04/2020,22435,5,,173
07/04/2020,22436,0,,52
07/04/2020,22437,Suppressed*,,73
07/04/2020,22438,Suppressed*,,45
07/04/2020,22443,35,,500
07/04/2020,22448,Suppressed*,,56
07/04/2020,22454,Suppressed*,,110
07/04/2020,22460,5,,143
07/04/2020,22469,16,,161
07/04/2020,22473,20,,357
07/04/2020,22476,Suppressed*,,23
07/04/2020,22480,0,,315
07/04/2020,22482,5,,220
07/04/2020,22485,97,,1588
07/04/2020,22488,18,,117
07/04/2020,22503,6,,338
07/04/2020,22504,0,,16
07/04/2020,22508,60,,971
07/04/2020,22509,Suppressed*,,6
07/04/2020,22511,5,,84
07/04/2020,22514,15,,181
07/04/2020,22520,39,,415
07/04/2020,22529,Suppressed*,,18
07/04/2020,22530,0,,3
07/04/2020,22534,5,,168
07/04/2020,22535,Suppressed*,,38
07/04/2020,22538,0,,17
07/04/2020,22539,Suppressed*,,149
07/04/2020,22542,9,,140
07/04/2020,22546,67,,1089
07/04/2020,22548,0,,8
07/04/2020,22551,101,,1292
07/04/2020,22553,53,,1006
07/04/2020,22554,479,,3986
07/04/2020,22556,238,,1882
07/04/2020,22560,42,,990
07/04/2020,22567,6,,211
07/04/2020,22572,286,,1046
07/04/2020,22576,0,,108
07/04/2020,22578,Suppressed*,,142
07/04/2020,22579,Suppressed*,,19
07/04/2020,22580,19,,325
07/04/2020,22601,339,,11311
07/04/2020,22602,187,,998
07/04/2020,22603,122,,571
07/04/2020,22610,9,,48
07/04/2020,22611,28,,461
07/04/2020,22620,11,,116
07/04/2020,22623,Suppressed*,,11
07/04/2020,22624,9,,69
07/04/2020,22625,7,,104
07/04/2020,22627,Suppressed*,,33
07/04/2020,22630,264,,1593
07/04/2020,22637,Suppressed*,,55
07/04/2020,22639,0,,25
07/04/2020,22640,Suppressed*,,13
07/04/2020,22641,0,,5
07/04/2020,22642,22,,171
07/04/2020,22643,0,,19
07/04/2020,22644,56,,100
07/04/2020,22645,27,,134
07/04/2020,22646,0,,12
07/04/2020,22650,Suppressed*,,23
07/04/2020,22652,7,,45
07/04/2020,22654,Suppressed*,,21
07/04/2020,22655,118,,610
07/04/2020,22656,22,,143
07/04/2020,22657,63,,399
07/04/2020,22660,16,,58
07/04/2020,22663,13,,50
07/04/2020,22664,196,,921
07/04/2020,22701,704,,3217
07/04/2020,22709,Suppressed*,,56
07/04/2020,22711,0,,3
07/04/2020,22712,102,,790
07/04/2020,22713,8,,76
07/04/2020,22714,14,,72
07/04/2020,22715,Suppressed*,,72
07/04/2020,22716,Suppressed*,,44
07/04/2020,22718,Suppressed*,,34
07/04/2020,22719,0,,12
07/04/2020,22720,Suppressed*,,52
07/04/2020,22722,0,,9
07/04/2020,22723,0,,7
07/04/2020,22724,15,,135
07/04/2020,22726,22,,97
07/04/2020,22727,19,,405
07/04/2020,22728,12,,188
07/04/2020,22729,Suppressed*,,14
07/04/2020,22730,Suppressed*,,6
07/04/2020,22731,Suppressed*,,19
07/04/2020,22732,Suppressed*,,20
07/04/2020,22733,17,,92
07/04/2020,22734,28,,244
07/04/2020,22735,Suppressed*,,116
07/04/2020,22736,5,,29
07/04/2020,22737,9,,147
07/04/2020,22738,Suppressed*,,61
07/04/2020,22740,Suppressed*,,65
07/04/2020,22741,0,,15
07/04/2020,22742,20,,140
07/04/2020,22743,Suppressed*,,4
07/04/2020,22747,Suppressed*,,57
07/04/2020,22749,0,,16
07/04/2020,22801,694,,3413
07/04/2020,22802,539,,2649
07/04/2020,22807,Suppressed*,,9
07/04/2020,22810,Suppressed*,,46
07/04/2020,22811,Suppressed*,,38
07/04/2020,22812,40,,579
07/04/2020,22815,97,,643
07/04/2020,22820,0,,5
07/04/2020,22821,33,,333
07/04/2020,22824,93,,268
07/04/2020,22827,76,,799
07/04/2020,22830,16,,122
07/04/2020,22831,8,,68
07/04/2020,22832,5,,65
07/04/2020,22834,7,,84
07/04/2020,22835,160,,687
07/04/2020,22840,18,,323
07/04/2020,22841,22,,195
07/04/2020,22842,83,,293
07/04/2020,22843,6,,123
07/04/2020,22844,46,,311
07/04/2020,22845,0,,7
07/04/2020,22846,15,,144
07/04/2020,22847,Suppressed*,,38
07/04/2020,22849,44,,317
07/04/2020,22850,8,,69
07/04/2020,22851,73,,272
07/04/2020,22853,69,,355
07/04/2020,22901,221,,3391
07/04/2020,22902,198,,2258
07/04/2020,22903,137,,3055
07/04/2020,22904,0,,28
07/04/2020,22911,55,,1726
07/04/2020,22920,8,,223
07/04/2020,22922,6,,119
07/04/2020,22923,13,,347
07/04/2020,22931,0,,21
07/04/2020,22932,25,,562
07/04/2020,22935,Suppressed*,,83
07/04/2020,22936,6,,356
07/04/2020,22937,Suppressed*,,95
07/04/2020,22938,Suppressed*,,83
07/04/2020,22939,13,,484
07/04/2020,22940,Suppressed*,,75
07/04/2020,22942,26,,764
07/04/2020,22943,Suppressed*,,32
07/04/2020,22946,Suppressed*,,18
07/04/2020,22947,9,,336
07/04/2020,22948,0,,10
07/04/2020,22949,0,,114
07/04/2020,22952,5,,133
07/04/2020,22958,5,,113
07/04/2020,22959,7,,151
07/04/2020,22960,48,,1038
07/04/2020,22963,35,,1056
07/04/2020,22964,0,,14
07/04/2020,22967,Suppressed*,,99
07/04/2020,22968,41,,776
07/04/2020,22969,Suppressed*,,97
07/04/2020,22971,0,,89
07/04/2020,22972,Suppressed*,,35
07/04/2020,22973,19,,675
07/04/2020,22974,23,,352
07/04/2020,22976,0,,17
07/04/2020,22980,94,,1943
07/04/2020,22989,0,,6
07/04/2020,23002,36,,952
07/04/2020,23004,12,,101
07/04/2020,23005,77,,1513
07/04/2020,23009,28,,528
07/04/2020,23011,Suppressed*,,67
07/04/2020,23015,14,,305
07/04/2020,23021,0,,12
07/04/2020,23022,9,,84
07/04/2020,23023,Suppressed*,,27
07/04/2020,23024,41,,634
07/04/2020,23025,0,,16
07/04/2020,23027,12,,106
07/04/2020,23030,31,,440
07/04/2020,23032,0,,20
07/04/2020,23035,Suppressed*,,60
07/04/2020,23038,9,,119
07/04/2020,23039,Suppressed*,,71
07/04/2020,23040,32,,373
07/04/2020,23043,Suppressed*,,94
07/04/2020,23045,0,,2
07/04/2020,23047,10,,163
07/04/2020,23050,Suppressed*,,42
07/04/2020,23055,41,,102
07/04/2020,23056,0,,6
07/04/2020,23059,105,,2352
07/04/2020,23060,193,,3020
07/04/2020,23061,34,,1288
07/04/2020,23062,5,,148
07/04/2020,23063,60,,621
07/04/2020,23064,0,,6
07/04/2020,23065,Suppressed*,,119
07/04/2020,23066,0,,8
07/04/2020,23068,0,,13
07/04/2020,23069,11,,267
07/04/2020,23070,0,,27
07/04/2020,23071,Suppressed*,,103
07/04/2020,23072,9,,638
07/04/2020,23075,142,,1029
07/04/2020,23076,0,,30
07/04/2020,23079,0,,18
07/04/2020,23083,8,,159
07/04/2020,23084,9,,156
07/04/2020,23085,Suppressed*,,21
07/04/2020,23086,6,,216
07/04/2020,23089,10,,351
07/04/2020,23091,0,,26
07/04/2020,23092,0,,116
07/04/2020,23093,43,,1148
07/04/2020,23102,10,,215
07/04/2020,23103,28,,481
07/04/2020,23106,Suppressed*,,71
07/04/2020,23108,0,,3
07/04/2020,23109,Suppressed*,,127
07/04/2020,23110,0,,35
07/04/2020,23111,138,,3118
07/04/2020,23112,193,,4006
07/04/2020,23113,155,,2280
07/04/2020,23114,75,,1406
07/04/2020,23115,13,,26
07/04/2020,23116,152,,2454
07/04/2020,23117,29,,773
07/04/2020,23119,Suppressed*,,20
07/04/2020,23120,45,,818
07/04/2020,23123,16,,219
07/04/2020,23124,14,,341
07/04/2020,23125,Suppressed*,,9
07/04/2020,23126,Suppressed*,,37
07/04/2020,23128,Suppressed*,,67
07/04/2020,23129,Suppressed*,,22
07/04/2020,23130,Suppressed*,,13
07/04/2020,23138,0,,35
07/04/2020,23139,63,,1548
07/04/2020,23140,22,,491
07/04/2020,23141,25,,523
07/04/2020,23146,8,,195
07/04/2020,23148,Suppressed*,,130
07/04/2020,23149,7,,259
07/04/2020,23150,106,,1106
07/04/2020,23153,5,,104
07/04/2020,23156,5,,81
07/04/2020,23160,11,,75
07/04/2020,23161,0,,5
07/04/2020,23163,0,,8
07/04/2020,23168,13,,563
07/04/2020,23169,Suppressed*,,71
07/04/2020,23173,Suppressed*,,7
07/04/2020,23175,Suppressed*,,157
07/04/2020,23176,0,,39
07/04/2020,23177,0,,43
07/04/2020,23180,0,,21
07/04/2020,23181,5,,426
07/04/2020,23185,199,,3567
07/04/2020,23187,Suppressed*,,25
07/04/2020,23188,173,,3290
07/04/2020,23192,18,,480
07/04/2020,23219,29,,868
07/04/2020,23220,113,,2918
07/04/2020,23221,49,,1379
07/04/2020,23222,160,,2522
07/04/2020,23223,412,,5552
07/04/2020,23224,927,,6266
07/04/2020,23225,514,,5069
07/04/2020,23226,241,,2751
07/04/2020,23227,180,,2992
07/04/2020,23228,321,,3275
07/04/2020,23229,277,,3426
07/04/2020,23230,76,,3074
07/04/2020,23231,202,,3283
07/04/2020,23233,159,,2627
07/04/2020,23234,1077,,5378
07/04/2020,23235,277,,3278
07/04/2020,23236,161,,2447
07/04/2020,23237,391,,2700
07/04/2020,23238,287,,2532
07/04/2020,23250,0,,5
07/04/2020,23294,168,,1549
07/04/2020,23301,97,,281
07/04/2020,23302,Suppressed*,,19
07/04/2020,23303,19,,133
07/04/2020,23304,Suppressed*,,15
07/04/2020,23306,27,,152
07/04/2020,23307,17,,76
07/04/2020,23308,51,,230
07/04/2020,23310,31,,304
07/04/2020,23313,Suppressed*,,10
07/04/2020,23314,20,,471
07/04/2020,23315,Suppressed*,,88
07/04/2020,23316,14,,96
07/04/2020,23320,301,,7176
07/04/2020,23321,110,,2222
07/04/2020,23322,149,,4913
07/04/2020,23323,191,,2436
07/04/2020,23324,174,,1470
07/04/2020,23325,77,,1124
07/04/2020,23336,10,,177
07/04/2020,23337,0,,24
07/04/2020,23347,19,,84
07/04/2020,23350,75,,394
07/04/2020,23354,15,,53
07/04/2020,23356,Suppressed*,,95
07/04/2020,23357,42,,107
07/04/2020,23358,0,,6
07/04/2020,23359,16,,64
07/04/2020,23389,Suppressed*,,10
07/04/2020,23395,18,,97
07/04/2020,23398,5,,22
07/04/2020,23401,5,,41
07/04/2020,23405,9,,71
07/04/2020,23407,63,,156
07/04/2020,23408,Suppressed*,,12
07/04/2020,23409,Suppressed*,,10
07/04/2020,23410,66,,1248
07/04/2020,23413,82,,325
07/04/2020,23414,34,,83
07/04/2020,23415,38,,243
07/04/2020,23416,12,,102
07/04/2020,23417,87,,396
07/04/2020,23418,69,,218
07/04/2020,23420,90,,342
07/04/2020,23421,183,,917
07/04/2020,23422,7,,44
07/04/2020,23423,Suppressed*,,20
07/04/2020,23426,5,,13
07/04/2020,23427,5,,21
07/04/2020,23430,64,,1145
07/04/2020,23432,9,,81
07/04/2020,23433,0,,70
07/04/2020,23434,259,,4490
07/04/2020,23435,160,,2070
07/04/2020,23436,Suppressed*,,54
07/04/2020,23437,8,,277
07/04/2020,23438,Suppressed*,,128
07/04/2020,23440,0,,10
07/04/2020,23441,41,,90
07/04/2020,23442,29,,186
07/04/2020,23451,119,,3328
07/04/2020,23452,183,,4241
07/04/2020,23453,88,,2198
07/04/2020,23454,196,,4593
07/04/2020,23455,102,,3250
07/04/2020,23456,139,,4604
07/04/2020,23457,9,,238
07/04/2020,23459,17,,144
07/04/2020,23460,Suppressed*,,43
07/04/2020,23461,Suppressed*,,86
07/04/2020,23462,264,,4937
07/04/2020,23464,164,,4723
07/04/2020,23480,Suppressed*,,38
07/04/2020,23486,Suppressed*,,8
07/04/2020,23487,79,,489
07/04/2020,23488,8,,37
07/04/2020,23502,100,,2217
07/04/2020,23503,120,,1743
07/04/2020,23504,148,,1986
07/04/2020,23505,102,,2412
07/04/2020,23507,34,,1211
07/04/2020,23508,58,,950
07/04/2020,23509,64,,1941
07/04/2020,23510,57,,1192
07/04/2020,23511,15,,448
07/04/2020,23513,155,,2100
07/04/2020,23517,28,,360
07/04/2020,23518,94,,1971
07/04/2020,23523,45,,518
07/04/2020,23551,0,,10
07/04/2020,23601,63,,2308
07/04/2020,23602,95,,2544
07/04/2020,23603,10,,143
07/04/2020,23604,18,,68
07/04/2020,23605,49,,757
07/04/2020,23606,93,,1423
07/04/2020,23607,63,,1203
07/04/2020,23608,166,,2340
07/04/2020,23651,Suppressed*,,26
07/04/2020,23661,42,,900
07/04/2020,23662,19,,644
07/04/2020,23663,21,,628
07/04/2020,23664,12,,480
07/04/2020,23665,6,,85
07/04/2020,23666,167,,2892
07/04/2020,23669,100,,2773
07/04/2020,23690,Suppressed*,,160
07/04/2020,23691,0,,13
07/04/2020,23692,38,,834
07/04/2020,23693,28,,837
07/04/2020,23696,0,,129
07/04/2020,23701,172,,2096
07/04/2020,23702,50,,675
07/04/2020,23703,124,,2110
07/04/2020,23704,105,,1564
07/04/2020,23707,68,,952
07/04/2020,23708,6,,372
07/04/2020,23709,0,,133
07/04/2020,23801,31,,273
07/04/2020,23803,269,,3378
07/04/2020,23805,138,,2881
07/04/2020,23806,0,,172
07/04/2020,23821,Suppressed*,,217
07/04/2020,23824,26,,618
07/04/2020,23827,Suppressed*,,78
07/04/2020,23828,Suppressed*,,31
07/04/2020,23829,82,,828
07/04/2020,23830,8,,141
07/04/2020,23831,219,,3112
07/04/2020,23832,363,,3498
07/04/2020,23833,10,,158
07/04/2020,23834,192,,2514
07/04/2020,23836,76,,1017
07/04/2020,23837,57,,307
07/04/2020,23838,54,,1135
07/04/2020,23839,Suppressed*,,68
07/04/2020,23840,9,,143
07/04/2020,23841,23,,347
07/04/2020,23842,24,,491
07/04/2020,23843,Suppressed*,,50
07/04/2020,23844,Suppressed*,,37
07/04/2020,23845,0,,43
07/04/2020,23846,Suppressed*,,53
07/04/2020,23847,419,,1492
07/04/2020,23850,Suppressed*,,87
07/04/2020,23851,51,,1764
07/04/2020,23856,8,,92
07/04/2020,23857,5,,61
07/04/2020,23860,291,,3495
07/04/2020,23866,8,,157
07/04/2020,23867,40,,214
07/04/2020,23868,75,,2247
07/04/2020,23872,9,,165
07/04/2020,23874,0,,87
07/04/2020,23875,54,,935
07/04/2020,23876,0,,15
07/04/2020,23878,5,,86
07/04/2020,23879,11,,48
07/04/2020,23881,5,,126
07/04/2020,23882,15,,163
07/04/2020,23883,5,,131
07/04/2020,23884,Suppressed*,,7
07/04/2020,23885,6,,190
07/04/2020,23887,Suppressed*,,31
07/04/2020,23888,13,,159
07/04/2020,23889,5,,68
07/04/2020,23890,95,,375
07/04/2020,23891,68,,1692
07/04/2020,23893,Suppressed*,,36
07/04/2020,23894,Suppressed*,,51
07/04/2020,23897,Suppressed*,,38
07/04/2020,23898,12,,146
07/04/2020,23899,Suppressed*,,29
07/04/2020,23901,151,,1628
07/04/2020,23915,5,,504
07/04/2020,23917,13,,297
07/04/2020,23919,5,,249
07/04/2020,23920,9,,305
07/04/2020,23921,10,,171
07/04/2020,23922,57,,2062
07/04/2020,23923,8,,168
07/04/2020,23924,98,,622
07/04/2020,23927,67,,440
07/04/2020,23930,33,,513
07/04/2020,23934,Suppressed*,,64
07/04/2020,23936,513,,2027
07/04/2020,23937,7,,169
07/04/2020,23938,Suppressed*,,46
07/04/2020,23942,14,,120
07/04/2020,23943,0,,6
07/04/2020,23944,10,,448
07/04/2020,23947,9,,341
07/04/2020,23950,15,,323
07/04/2020,23952,Suppressed*,,28
07/04/2020,23954,Suppressed*,,190
07/04/2020,23958,20,,264
07/04/2020,23959,0,,70
07/04/2020,23960,33,,220
07/04/2020,23962,Suppressed*,,60
07/04/2020,23963,0,,16
07/04/2020,23964,0,,87
07/04/2020,23966,14,,218
07/04/2020,23967,Suppressed*,,67
07/04/2020,23968,Suppressed*,,72
07/04/2020,23970,29,,828
07/04/2020,23974,13,,515
07/04/2020,23976,Suppressed*,,29
07/04/2020,24011,0,,16010
07/04/2020,24012,215,,1142
07/04/2020,24013,25,,198
07/04/2020,24014,88,,553
07/04/2020,24015,42,,511
07/04/2020,24016,26,,486
07/04/2020,24017,97,,1222
07/04/2020,24018,84,,1077
07/04/2020,24019,116,,944
07/04/2020,24053,5,,78
07/04/2020,24054,52,,348
07/04/2020,24055,62,,704
07/04/2020,24058,0,,11
07/04/2020,24059,0,,20
07/04/2020,24060,77,,1119
07/04/2020,24064,6,,121
07/04/2020,24065,5,,113
07/04/2020,24066,6,,77
07/04/2020,24067,Suppressed*,,42
07/04/2020,24069,9,,99
07/04/2020,24070,Suppressed*,,47
07/04/2020,24072,Suppressed*,,31
07/04/2020,24073,57,,1949
07/04/2020,24076,Suppressed*,,40
07/04/2020,24077,5,,34
07/04/2020,24078,60,,444
07/04/2020,24079,Suppressed*,,41
07/04/2020,24082,0,,14
07/04/2020,24083,44,,198
07/04/2020,24084,21,,449
07/04/2020,24085,12,,69
07/04/2020,24086,0,,0
07/04/2020,24087,8,,112
07/04/2020,24088,5,,71
07/04/2020,24089,6,,111
07/04/2020,24090,15,,89
07/04/2020,24091,14,,156
07/04/2020,24092,5,,61
07/04/2020,24093,0,,3
07/04/2020,24095,6,,98
07/04/2020,24101,9,,126
07/04/2020,24102,Suppressed*,,35
07/04/2020,24104,Suppressed*,,181
07/04/2020,24105,Suppressed*,,6
07/04/2020,24112,158,,2660
07/04/2020,24120,5,,42
07/04/2020,24121,10,,389
07/04/2020,24122,Suppressed*,,49
07/04/2020,24124,Suppressed*,,104
07/04/2020,24127,7,,169
07/04/2020,24128,8,,42
07/04/2020,24131,0,,6
07/04/2020,24132,0,,11
07/04/2020,24133,5,,105
07/04/2020,24134,Suppressed*,,239
07/04/2020,24136,0,,58
07/04/2020,24137,Suppressed*,,59
07/04/2020,24138,Suppressed*,,47
07/04/2020,24139,9,,43
07/04/2020,24141,20,,453
07/04/2020,24142,0,,8
07/04/2020,24147,Suppressed*,,25
07/04/2020,24148,29,,380
07/04/2020,24149,Suppressed*,,76
07/04/2020,24150,Suppressed*,,9
07/04/2020,24151,40,,770
07/04/2020,24153,127,,4247
07/04/2020,24161,0,,17
07/04/2020,24162,9,,86
07/04/2020,24165,7,,80
07/04/2020,24167,Suppressed*,,7
07/04/2020,24168,5,,47
07/04/2020,24171,32,,288
07/04/2020,24174,Suppressed*,,125
07/04/2020,24175,25,,177
07/04/2020,24176,6,,46
07/04/2020,24179,49,,451
07/04/2020,24184,12,,81
07/04/2020,24185,0,,28
07/04/2020,24201,6,,810
07/04/2020,24202,10,,425
07/04/2020,24210,25,,687
07/04/2020,24211,10,,787
07/04/2020,24216,10,,137
07/04/2020,24217,0,,6
07/04/2020,24219,11,,673
07/04/2020,24220,Suppressed*,,21
07/04/2020,24221,Suppressed*,,16
07/04/2020,24224,6,,124
07/04/2020,24225,0,,46
07/04/2020,24226,0,,39
07/04/2020,24228,Suppressed*,,193
07/04/2020,24230,0,,177
07/04/2020,24236,6,,72
07/04/2020,24237,0,,18
07/04/2020,24239,0,,11
07/04/2020,24243,0,,74
07/04/2020,24244,5,,338
07/04/2020,24245,0,,40
07/04/2020,24246,0,,14
07/04/2020,24248,Suppressed*,,98
07/04/2020,24250,0,,29
07/04/2020,24251,Suppressed*,,311
07/04/2020,24256,Suppressed*,,70
07/04/2020,24258,0,,37
07/04/2020,24260,Suppressed*,,131
07/04/2020,24263,Suppressed*,,266
07/04/2020,24265,0,,22
07/04/2020,24266,7,,310
07/04/2020,24269,0,,8
07/04/2020,24270,Suppressed*,,17
07/04/2020,24271,0,,95
07/04/2020,24272,0,,9
07/04/2020,24273,6,,480
07/04/2020,24277,Suppressed*,,214
07/04/2020,24279,Suppressed*,,104
07/04/2020,24280,0,,18
07/04/2020,24281,0,,84
07/04/2020,24282,0,,22
07/04/2020,24283,0,,74
07/04/2020,24290,0,,63
07/04/2020,24292,0,,17
07/04/2020,24293,5,,338
07/04/2020,24301,17,,695
07/04/2020,24311,0,,75
07/04/2020,24312,Suppressed*,,82
07/04/2020,24313,6,,43
07/04/2020,24314,0,,84
07/04/2020,24315,Suppressed*,,153
07/04/2020,24316,0,,2
07/04/2020,24317,12,,183
07/04/2020,24318,0,,19
07/04/2020,24319,10,,232
07/04/2020,24322,0,,8
07/04/2020,24323,Suppressed*,,28
07/04/2020,24324,Suppressed*,,84
07/04/2020,24325,Suppressed*,,27
07/04/2020,24326,6,,52
07/04/2020,24328,12,,86
07/04/2020,24330,39,,222
07/04/2020,24333,345,,1446
07/04/2020,24340,9,,165
07/04/2020,24343,106,,544
07/04/2020,24347,Suppressed*,,60
07/04/2020,24348,11,,1107
07/04/2020,24350,Suppressed*,,41
07/04/2020,24351,0,,22
07/04/2020,24352,5,,43
07/04/2020,24354,24,,1063
07/04/2020,24360,12,,267
07/04/2020,24361,Suppressed*,,150
07/04/2020,24363,Suppressed*,,42
07/04/2020,24366,Suppressed*,,43
07/04/2020,24368,8,,347
07/04/2020,24370,5,,183
07/04/2020,24374,Suppressed*,,42
07/04/2020,24375,0,,54
07/04/2020,24377,0,,7
07/04/2020,24378,Suppressed*,,56
07/04/2020,24380,Suppressed*,,50
07/04/2020,24381,24,,169
07/04/2020,24382,23,,925
07/04/2020,24401,97,,2214
07/04/2020,24411,0,,2
07/04/2020,24412,0,,2
07/04/2020,24413,0,,8
07/04/2020,24415,0,,1
07/04/2020,24416,16,,335
07/04/2020,24421,7,,164
07/04/2020,24422,12,,471
07/04/2020,24426,23,,773
07/04/2020,24430,Suppressed*,,126
07/04/2020,24431,10,,156
07/04/2020,24432,Suppressed*,,15
07/04/2020,24433,0,,4
07/04/2020,24435,6,,69
07/04/2020,24437,0,,52
07/04/2020,24439,Suppressed*,,60
07/04/2020,24440,8,,120
07/04/2020,24441,45,,422
07/04/2020,24442,0,,5
07/04/2020,24445,0,,66
07/04/2020,24448,Suppressed*,,28
07/04/2020,24450,19,,797
07/04/2020,24457,Suppressed*,,60
07/04/2020,24458,Suppressed*,,20
07/04/2020,24459,6,,31
07/04/2020,24460,0,,61
07/04/2020,24464,0,,5
07/04/2020,24465,Suppressed*,,54
07/04/2020,24467,8,,105
07/04/2020,24471,10,,103
07/04/2020,24472,Suppressed*,,125
07/04/2020,24473,0,,28
07/04/2020,24474,0,,19
07/04/2020,24476,Suppressed*,,23
07/04/2020,24477,33,,555
07/04/2020,24479,Suppressed*,,71
07/04/2020,24482,13,,238
07/04/2020,24483,Suppressed*,,21
07/04/2020,24484,0,,15
07/04/2020,24485,Suppressed*,,20
07/04/2020,24486,27,,231
07/04/2020,24487,0,,10
07/04/2020,24501,44,,1770
07/04/2020,24502,65,,2133
07/04/2020,24503,53,,1176
07/04/2020,24504,10,,554
07/04/2020,24517,10,,374
07/04/2020,24520,Suppressed*,,108
07/04/2020,24521,8,,621
07/04/2020,24522,28,,516
07/04/2020,24523,51,,2002
07/04/2020,24526,Suppressed*,,107
07/04/2020,24527,7,,130
07/04/2020,24528,Suppressed*,,165
07/04/2020,24529,Suppressed*,,113
07/04/2020,24530,Suppressed*,,51
07/04/2020,24531,16,,368
07/04/2020,24534,5,,89
07/04/2020,24536,0,,9
07/04/2020,24538,5,,236
07/04/2020,24539,0,,17
07/04/2020,24540,69,,1556
07/04/2020,24541,45,,1430
07/04/2020,24549,7,,175
07/04/2020,24550,14,,386
07/04/2020,24551,37,,1244
07/04/2020,24553,Suppressed*,,114
07/04/2020,24554,Suppressed*,,185
07/04/2020,24555,5,,64
07/04/2020,24556,Suppressed*,,221
07/04/2020,24557,25,,364
07/04/2020,24558,10,,374
07/04/2020,24562,Suppressed*,,37
07/04/2020,24563,8,,298
07/04/2020,24565,Suppressed*,,51
07/04/2020,24566,7,,54
07/04/2020,24569,0,,41
07/04/2020,24571,Suppressed*,,89
07/04/2020,24572,20,,875
07/04/2020,24574,5,,172
07/04/2020,24577,10,,236
07/04/2020,24578,Suppressed*,,22
07/04/2020,24579,Suppressed*,,25
07/04/2020,24580,Suppressed*,,40
07/04/2020,24586,8,,245
07/04/2020,24588,8,,518
07/04/2020,24589,0,,124
07/04/2020,24590,19,,546
07/04/2020,24592,29,,974
07/04/2020,24593,6,,94
07/04/2020,24594,Suppressed*,,71
07/04/2020,24595,0,,11
07/04/2020,24597,Suppressed*,,66
07/04/2020,24598,5,,81
07/04/2020,24599,Suppressed*,,52
07/04/2020,24601,0,,3
07/04/2020,24602,0,,18
07/04/2020,24603,13,,45
07/04/2020,24604,0,,1
07/04/2020,24605,8,,568
07/04/2020,24606,0,,6
07/04/2020,24607,0,,3
07/04/2020,24609,Suppressed*,,164
07/04/2020,24612,0,,8
07/04/2020,24613,Suppressed*,,49
07/04/2020,24614,17,,379
07/04/2020,24620,0,,37
07/04/2020,24622,0,,31
07/04/2020,24628,0,,8
07/04/2020,24630,0,,201
07/04/2020,24631,0,,36
07/04/2020,24634,0,,13
07/04/2020,24635,0,,28
07/04/2020,24637,Suppressed*,,104
07/04/2020,24639,Suppressed*,,96
07/04/2020,24641,0,,191
07/04/2020,24646,0,,16
07/04/2020,24649,0,,59
07/04/2020,24651,0,,438
07/04/2020,24656,Suppressed*,,75
07/04/2020,24657,0,,5
07/04/2020,Not Reported,1149,,3824
07/04/2020,Out-of-State,0,,24342
07/06/2020,20105,126,,1854
07/06/2020,20106,44,,293
07/06/2020,20109,1211,,4948
07/06/2020,20110,1546,,6953
07/06/2020,20111,986,,4106
07/06/2020,20112,242,,2126
07/06/2020,20115,40,,402
07/06/2020,20117,10,,154
07/06/2020,20118,Suppressed*,,121
07/06/2020,20119,31,,276
07/06/2020,20120,365,,2665
07/06/2020,20121,258,,1794
07/06/2020,20124,71,,937
07/06/2020,20129,10,,74
07/06/2020,20130,0,,21
07/06/2020,20132,80,,1320
07/06/2020,20135,10,,211
07/06/2020,20136,222,,1879
07/06/2020,20137,16,,137
07/06/2020,20139,Suppressed*,,16
07/06/2020,20141,29,,472
07/06/2020,20143,5,,84
07/06/2020,20144,Suppressed*,,51
07/06/2020,20147,479,,5084
07/06/2020,20148,232,,2956
07/06/2020,20151,306,,1734
07/06/2020,20152,226,,2199
07/06/2020,20155,274,,2726
07/06/2020,20158,24,,329
07/06/2020,20164,1251,,5192
07/06/2020,20165,338,,3700
07/06/2020,20166,213,,1261
07/06/2020,20169,106,,1565
07/06/2020,20170,1069,,4219
07/06/2020,20171,308,,2503
07/06/2020,20175,270,,3015
07/06/2020,20176,789,,5251
07/06/2020,20180,33,,543
07/06/2020,20181,46,,679
07/06/2020,20184,Suppressed*,,63
07/06/2020,20186,84,,1529
07/06/2020,20187,87,,1146
