Date,Neighborhood,Total Positives
10/21/20,N20: FORT DUPONT,413
10/21/20,N14: CONGRESS HEIGHTS/SHIPLEY,399
10/21/20,N46: TWINING,398
10/21/20,N43: SW/WATERFRONT,385
10/21/20,N4: BELLEVUE,382
10/21/20,N34: MOUNT PLEASANT,376
10/21/20,N21: FORT LINCOLN/GATEWAY,362
10/21/20,N29: LAMOND RIGGS,344
10/21/20,N18: EDGEWOOD,343
10/21/20,N26: HISTORIC ANACOSTIA,330
10/21/20,N6: BRENTWOOD,326
10/21/20,N47: U ST/PLEASANT,326
10/21/20,N17: EASTLAND GARDENS,326
10/21/20,N48: UNION STATION,314
10/21/20,N2: ADAMS MORGAN,308
10/21/20,N41: SOUTH COLUMBIA HEIGHTS,291
10/21/20,N16: DOUGLASS,290
10/21/20,N39: SAINT ELIZABETHS,257
10/21/20,N5: BLOOMINGDALE,248
10/21/20,N40: SHEPHERD PARK,239
10/21/20,N28: KINGMAN PARK,224
10/21/20,N23: GEORGETOWN EAST,222
10/21/20,N44: TENLEYTOWN,221
10/21/20,N42: STADIUM ARMORY,220
10/21/20,N27: KENT/PALISADES,200
10/21/20,N51: WOODRIDGE,172
10/21/20,N25: HILL EAST,171
10/21/20,N10: CATHEDRAL HEIGHTS,155
10/21/20,N49: WASHINGTON HIGHLANDS,152
10/21/20,N9: CAPITOL HILL,120
10/21/20,N24: GWU,114
10/21/20,N50: WOODLEY PARK,106
10/21/20,N19: FOREST HILLS,101
10/21/20,N11: CHEVY CHASE,81
10/21/20,N3: BARNABY WOODS,62
10/21/20,N15: DC MEDICAL CENTER,51
10/21/20,N22: GEORGETOWN,50
10/21/20,N36: NAVAL STATION & AIR FORCE,15
10/21/20,N35: NATIONAL MALL,8
10/22/20,N13: COLUMBIA HEIGHTS,944
10/22/20,N1: 16th ST HEIGHTS,816
10/22/20,N7: BRIGHTWOOD,741
10/22/20,N12: CHINATOWN,594
10/22/20,N37: NAYLOR/HILLCREST,545
10/22/20,N45: TRINIDAD,513
10/22/20,N31: LOGAN CIRCLE/SHAW,513
10/22/20,N38: PETWORTH,506
10/22/20,N33: MICHIGAN PARK,505
10/22/20,N8: BRIGHTWOOD PARK,504
10/22/20,N30: LINCOLN HEIGHTS,477
10/22/20,N32: MARSHALL HEIGHTS,470
10/22/20,N20: FORT DUPONT,413
10/22/20,N14: CONGRESS HEIGHTS/SHIPLEY,401
10/22/20,N46: TWINING,399
10/22/20,N43: SW/WATERFRONT,388
10/22/20,N4: BELLEVUE,385
10/22/20,N34: MOUNT PLEASANT,380
10/22/20,N21: FORT LINCOLN/GATEWAY,364
10/22/20,N29: LAMOND RIGGS,348
10/22/20,N18: EDGEWOOD,345
10/22/20,N26: HISTORIC ANACOSTIA,332
10/22/20,N47: U ST/PLEASANT,329
10/22/20,N6: BRENTWOOD,326
10/22/20,N17: EASTLAND GARDENS,326
10/22/20,N48: UNION STATION,315
10/22/20,N2: ADAMS MORGAN,310
10/22/20,N41: SOUTH COLUMBIA HEIGHTS,291
10/22/20,N16: DOUGLASS,291
10/22/20,N39: SAINT ELIZABETHS,257
10/22/20,N5: BLOOMINGDALE,250
10/22/20,N40: SHEPHERD PARK,240
10/22/20,N28: KINGMAN PARK,225
10/22/20,N44: TENLEYTOWN,222
10/22/20,N23: GEORGETOWN EAST,222
10/22/20,N42: STADIUM ARMORY,220
10/22/20,N27: KENT/PALISADES,200
10/22/20,N51: WOODRIDGE,176
10/22/20,N25: HILL EAST,172
10/22/20,N10: CATHEDRAL HEIGHTS,155
10/22/20,N49: WASHINGTON HIGHLANDS,152
10/22/20,N9: CAPITOL HILL,122
10/22/20,N24: GWU,113
10/22/20,N50: WOODLEY PARK,107
10/22/20,N19: FOREST HILLS,102
10/22/20,N11: CHEVY CHASE,83
10/22/20,N3: BARNABY WOODS,62
10/22/20,N22: GEORGETOWN,51
10/22/20,N15: DC MEDICAL CENTER,51
10/22/20,N36: NAVAL STATION & AIR FORCE,15
10/22/20,N35: NATIONAL MALL,8
10/23/20,N13: COLUMBIA HEIGHTS,947
10/23/20,N1: 16th ST HEIGHTS,817
10/23/20,N7: BRIGHTWOOD,744
10/23/20,N12: CHINATOWN,598
10/23/20,N37: NAYLOR/HILLCREST,546
10/23/20,N31: LOGAN CIRCLE/SHAW,515
10/23/20,N45: TRINIDAD,514
10/23/20,N8: BRIGHTWOOD PARK,507
10/23/20,N38: PETWORTH,507
10/23/20,N33: MICHIGAN PARK,505
10/23/20,N30: LINCOLN HEIGHTS,481
10/23/20,N32: MARSHALL HEIGHTS,477
10/23/20,N20: FORT DUPONT,412
10/23/20,N14: CONGRESS HEIGHTS/SHIPLEY,403
10/23/20,N46: TWINING,401
10/23/20,N43: SW/WATERFRONT,394
10/23/20,N4: BELLEVUE,391
10/23/20,N34: MOUNT PLEASANT,379
10/23/20,N21: FORT LINCOLN/GATEWAY,370
10/23/20,N29: LAMOND RIGGS,348
10/23/20,N18: EDGEWOOD,346
10/23/20,N47: U ST/PLEASANT,334
10/23/20,N26: HISTORIC ANACOSTIA,333
10/23/20,N6: BRENTWOOD,327
10/23/20,N17: EASTLAND GARDENS,326
10/23/20,N48: UNION STATION,317
10/23/20,N2: ADAMS MORGAN,312
10/23/20,N41: SOUTH COLUMBIA HEIGHTS,294
10/23/20,N16: DOUGLASS,291
10/23/20,N39: SAINT ELIZABETHS,258
10/23/20,N5: BLOOMINGDALE,252
10/23/20,N40: SHEPHERD PARK,240
10/23/20,N28: KINGMAN PARK,226
10/23/20,N23: GEORGETOWN EAST,223
10/23/20,N44: TENLEYTOWN,222
10/23/20,N42: STADIUM ARMORY,220
10/23/20,N27: KENT/PALISADES,203
10/23/20,N51: WOODRIDGE,180
10/23/20,N25: HILL EAST,173
10/23/20,N10: CATHEDRAL HEIGHTS,155
10/23/20,N49: WASHINGTON HIGHLANDS,152
10/23/20,N9: CAPITOL HILL,127
10/23/20,N24: GWU,113
10/23/20,N50: WOODLEY PARK,109
10/23/20,N19: FOREST HILLS,103
10/23/20,N11: CHEVY CHASE,84
10/23/20,N3: BARNABY WOODS,64
10/23/20,N22: GEORGETOWN,53
10/23/20,N15: DC MEDICAL CENTER,51
10/23/20,N36: NAVAL STATION & AIR FORCE,15
10/23/20,N35: NATIONAL MALL,8
10/24/20,N13: COLUMBIA HEIGHTS,954
10/24/20,N1: 16th ST HEIGHTS,817
10/24/20,N7: BRIGHTWOOD,747
10/24/20,N12: CHINATOWN,599
10/24/20,N37: NAYLOR/HILLCREST,546
10/24/20,N31: LOGAN CIRCLE/SHAW,519
10/24/20,N45: TRINIDAD,516
10/24/20,N8: BRIGHTWOOD PARK,508
10/24/20,N38: PETWORTH,508
10/24/20,N33: MICHIGAN PARK,507
10/24/20,N30: LINCOLN HEIGHTS,482
10/24/20,N32: MARSHALL HEIGHTS,481
10/24/20,N20: FORT DUPONT,417
10/24/20,N14: CONGRESS HEIGHTS/SHIPLEY,404
10/24/20,N46: TWINING,401
10/24/20,N43: SW/WATERFRONT,394
10/24/20,N4: BELLEVUE,389
10/24/20,N34: MOUNT PLEASANT,380
10/24/20,N21: FORT LINCOLN/GATEWAY,370
10/24/20,N29: LAMOND RIGGS,349
10/24/20,N18: EDGEWOOD,346
10/24/20,N47: U ST/PLEASANT,335
10/24/20,N26: HISTORIC ANACOSTIA,335
10/24/20,N6: BRENTWOOD,326
10/24/20,N17: EASTLAND GARDENS,326
10/24/20,N48: UNION STATION,318
10/24/20,N2: ADAMS MORGAN,313
10/24/20,N41: SOUTH COLUMBIA HEIGHTS,295
10/24/20,N16: DOUGLASS,291
10/24/20,N39: SAINT ELIZABETHS,258
10/24/20,N5: BLOOMINGDALE,255
10/24/20,N40: SHEPHERD PARK,241
10/24/20,N28: KINGMAN PARK,227
10/24/20,N23: GEORGETOWN EAST,225
10/24/20,N44: TENLEYTOWN,223
10/24/20,N42: STADIUM ARMORY,220
10/24/20,N27: KENT/PALISADES,203
10/24/20,N51: WOODRIDGE,181
10/24/20,N25: HILL EAST,176
10/24/20,N10: CATHEDRAL HEIGHTS,158
10/24/20,N49: WASHINGTON HIGHLANDS,152
10/24/20,N9: CAPITOL HILL,127
10/24/20,N24: GWU,114
10/24/20,N50: WOODLEY PARK,109
10/24/20,N19: FOREST HILLS,104
10/24/20,N11: CHEVY CHASE,84
10/24/20,N3: BARNABY WOODS,67
10/24/20,N22: GEORGETOWN,57
10/24/20,N15: DC MEDICAL CENTER,51
10/24/20,N36: NAVAL STATION & AIR FORCE,15
10/24/20,N35: NATIONAL MALL,8
10/25/20,N13: COLUMBIA HEIGHTS,956
10/25/20,N1: 16th ST HEIGHTS,820
10/25/20,N7: BRIGHTWOOD,748
10/25/20,N12: CHINATOWN,598
10/25/20,N37: NAYLOR/HILLCREST,547
10/25/20,N31: LOGAN CIRCLE/SHAW,522
10/25/20,N45: TRINIDAD,517
10/25/20,N8: BRIGHTWOOD PARK,510
10/25/20,N38: PETWORTH,510
10/25/20,N33: MICHIGAN PARK,507
10/25/20,N30: LINCOLN HEIGHTS,482
10/25/20,N32: MARSHALL HEIGHTS,481
10/25/20,N20: FORT DUPONT,420
10/25/20,N14: CONGRESS HEIGHTS/SHIPLEY,405
10/25/20,N46: TWINING,403
10/25/20,N43: SW/WATERFRONT,396
10/25/20,N4: BELLEVUE,391
10/25/20,N34: MOUNT PLEASANT,380
10/25/20,N21: FORT LINCOLN/GATEWAY,370
10/25/20,N29: LAMOND RIGGS,350
10/25/20,N18: EDGEWOOD,347
10/25/20,N47: U ST/PLEASANT,339
10/25/20,N26: HISTORIC ANACOSTIA,337
10/25/20,N17: EASTLAND GARDENS,328
10/25/20,N6: BRENTWOOD,327
10/25/20,N48: UNION STATION,319
10/25/20,N2: ADAMS MORGAN,314
10/25/20,N41: SOUTH COLUMBIA HEIGHTS,295
10/25/20,N16: DOUGLASS,292
10/25/20,N39: SAINT ELIZABETHS,259
10/25/20,N5: BLOOMINGDALE,255
10/25/20,N40: SHEPHERD PARK,241
10/25/20,N28: KINGMAN PARK,229
10/25/20,N23: GEORGETOWN EAST,225
10/25/20,N44: TENLEYTOWN,223
10/25/20,N42: STADIUM ARMORY,220
10/25/20,N27: KENT/PALISADES,203
10/25/20,N51: WOODRIDGE,180
10/25/20,N25: HILL EAST,178
10/25/20,N10: CATHEDRAL HEIGHTS,159
10/25/20,N49: WASHINGTON HIGHLANDS,152
10/25/20,N9: CAPITOL HILL,127
10/25/20,N24: GWU,114
10/25/20,N50: WOODLEY PARK,109
10/25/20,N19: FOREST HILLS,104
10/25/20,N11: CHEVY CHASE,84
10/25/20,N3: BARNABY WOODS,68
10/25/20,N22: GEORGETOWN,57
10/25/20,N15: DC MEDICAL CENTER,52
10/25/20,N36: NAVAL STATION & AIR FORCE,15
10/25/20,N35: NATIONAL MALL,7
10/26/20,N13: COLUMBIA HEIGHTS,957
10/26/20,N1: 16th ST HEIGHTS,821
10/26/20,N7: BRIGHTWOOD,752
10/26/20,N12: CHINATOWN,603
10/26/20,N37: NAYLOR/HILLCREST,548
10/26/20,N31: LOGAN CIRCLE/SHAW,524
10/26/20,N45: TRINIDAD,520
10/26/20,N38: PETWORTH,513
10/26/20,N8: BRIGHTWOOD PARK,512
10/26/20,N33: MICHIGAN PARK,510
10/26/20,N30: LINCOLN HEIGHTS,485
10/26/20,N32: MARSHALL HEIGHTS,481
10/26/20,N20: FORT DUPONT,422
10/26/20,N46: TWINING,406
10/26/20,N14: CONGRESS HEIGHTS/SHIPLEY,405
10/26/20,N43: SW/WATERFRONT,402
10/26/20,N4: BELLEVUE,393
10/26/20,N34: MOUNT PLEASANT,384
10/26/20,N21: FORT LINCOLN/GATEWAY,373
10/26/20,N29: LAMOND RIGGS,351
10/26/20,N18: EDGEWOOD,349
10/26/20,N47: U ST/PLEASANT,345
10/26/20,N26: HISTORIC ANACOSTIA,341
10/26/20,N17: EASTLAND GARDENS,328
10/26/20,N6: BRENTWOOD,327
10/26/20,N48: UNION STATION,322
10/26/20,N2: ADAMS MORGAN,316
10/26/20,N41: SOUTH COLUMBIA HEIGHTS,298
10/26/20,N16: DOUGLASS,293
10/26/20,N39: SAINT ELIZABETHS,260
10/26/20,N5: BLOOMINGDALE,257
10/26/20,N40: SHEPHERD PARK,241
10/26/20,N28: KINGMAN PARK,230
10/26/20,N23: GEORGETOWN EAST,227
10/26/20,N44: TENLEYTOWN,225
10/26/20,N42: STADIUM ARMORY,220
10/26/20,N27: KENT/PALISADES,205
10/26/20,N25: HILL EAST,183
10/26/20,N51: WOODRIDGE,180
10/26/20,N10: CATHEDRAL HEIGHTS,160
10/26/20,N49: WASHINGTON HIGHLANDS,152
10/26/20,N9: CAPITOL HILL,127
10/26/20,N24: GWU,115
10/26/20,N50: WOODLEY PARK,110
10/26/20,N19: FOREST HILLS,104
10/26/20,N11: CHEVY CHASE,84
10/26/20,N3: BARNABY WOODS,68
10/26/20,N22: GEORGETOWN,64
10/26/20,N15: DC MEDICAL CENTER,51
10/26/20,N36: NAVAL STATION & AIR FORCE,15
10/26/20,N35: NATIONAL MALL,7
10/27/20,N13: COLUMBIA HEIGHTS,960
10/27/20,N1: 16th ST HEIGHTS,822
10/27/20,N7: BRIGHTWOOD,757
10/27/20,N12: CHINATOWN,608
10/27/20,N37: NAYLOR/HILLCREST,548
10/27/20,N31: LOGAN CIRCLE/SHAW,530
10/27/20,N45: TRINIDAD,522
10/27/20,N38: PETWORTH,515
10/27/20,N8: BRIGHTWOOD PARK,513
10/27/20,N33: MICHIGAN PARK,510
10/27/20,N32: MARSHALL HEIGHTS,486
10/27/20,N30: LINCOLN HEIGHTS,484
10/27/20,N20: FORT DUPONT,421
10/27/20,N46: TWINING,409
10/27/20,N14: CONGRESS HEIGHTS/SHIPLEY,406
10/27/20,N43: SW/WATERFRONT,404
10/27/20,N4: BELLEVUE,393
10/27/20,N34: MOUNT PLEASANT,385
10/27/20,N21: FORT LINCOLN/GATEWAY,374
10/27/20,N18: EDGEWOOD,352
10/27/20,N29: LAMOND RIGGS,351
10/27/20,N47: U ST/PLEASANT,349
10/27/20,N26: HISTORIC ANACOSTIA,342
10/27/20,N17: EASTLAND GARDENS,329
10/27/20,N6: BRENTWOOD,327
10/27/20,N48: UNION STATION,325
10/27/20,N2: ADAMS MORGAN,318
10/27/20,N41: SOUTH COLUMBIA HEIGHTS,300
10/27/20,N16: DOUGLASS,294
10/27/20,N39: SAINT ELIZABETHS,262
10/27/20,N5: BLOOMINGDALE,259
10/27/20,N40: SHEPHERD PARK,241
10/27/20,N28: KINGMAN PARK,230
10/27/20,N23: GEORGETOWN EAST,227
10/27/20,N44: TENLEYTOWN,226
10/27/20,N42: STADIUM ARMORY,220
10/27/20,N27: KENT/PALISADES,206
10/27/20,N25: HILL EAST,183
10/27/20,N51: WOODRIDGE,182
10/27/20,N10: CATHEDRAL HEIGHTS,160
10/27/20,N49: WASHINGTON HIGHLANDS,152
10/27/20,N9: CAPITOL HILL,128
10/27/20,N24: GWU,115
10/27/20,N50: WOODLEY PARK,112
10/27/20,N19: FOREST HILLS,104
10/27/20,N11: CHEVY CHASE,84
10/27/20,N3: BARNABY WOODS,68
10/27/20,N22: GEORGETOWN,64
10/27/20,N15: DC MEDICAL CENTER,51
10/27/20,N36: NAVAL STATION & AIR FORCE,15
10/27/20,N35: NATIONAL MALL,8
10/28/20,N13: COLUMBIA HEIGHTS,969
10/28/20,N1: 16th ST HEIGHTS,826
10/28/20,N7: BRIGHTWOOD,758
10/28/20,N12: CHINATOWN,613
10/28/20,N37: NAYLOR/HILLCREST,551
10/28/20,N31: LOGAN CIRCLE/SHAW,534
10/28/20,N45: TRINIDAD,524
10/28/20,N38: PETWORTH,518
10/28/20,N8: BRIGHTWOOD PARK,516
10/28/20,N33: MICHIGAN PARK,510
10/28/20,N30: LINCOLN HEIGHTS,489
10/28/20,N32: MARSHALL HEIGHTS,487
10/28/20,N20: FORT DUPONT,424
10/28/20,N46: TWINING,410
10/28/20,N43: SW/WATERFRONT,407
10/28/20,N14: CONGRESS HEIGHTS/SHIPLEY,407
10/28/20,N4: BELLEVUE,398
10/28/20,N34: MOUNT PLEASANT,389
10/28/20,N21: FORT LINCOLN/GATEWAY,376
10/28/20,N29: LAMOND RIGGS,353
10/28/20,N18: EDGEWOOD,353
10/28/20,N47: U ST/PLEASANT,352
10/28/20,N26: HISTORIC ANACOSTIA,344
10/28/20,N17: EASTLAND GARDENS,329
10/28/20,N6: BRENTWOOD,328
10/28/20,N48: UNION STATION,328
10/28/20,N2: ADAMS MORGAN,319
10/28/20,N41: SOUTH COLUMBIA HEIGHTS,305
10/28/20,N16: DOUGLASS,296
10/28/20,N39: SAINT ELIZABETHS,263
10/28/20,N5: BLOOMINGDALE,260
10/28/20,N40: SHEPHERD PARK,242
10/28/20,N28: KINGMAN PARK,233
10/28/20,N23: GEORGETOWN EAST,231
10/28/20,N44: TENLEYTOWN,227
10/28/20,N42: STADIUM ARMORY,220
10/28/20,N27: KENT/PALISADES,207
10/28/20,N51: WOODRIDGE,188
10/28/20,N25: HILL EAST,185
10/28/20,N10: CATHEDRAL HEIGHTS,160
10/28/20,N49: WASHINGTON HIGHLANDS,152
10/28/20,N9: CAPITOL HILL,128
10/28/20,N24: GWU,117
10/28/20,N50: WOODLEY PARK,112
10/28/20,N19: FOREST HILLS,104
10/28/20,N11: CHEVY CHASE,84
10/28/20,N3: BARNABY WOODS,68
10/28/20,N22: GEORGETOWN,64
10/28/20,N15: DC MEDICAL CENTER,51
10/28/20,N36: NAVAL STATION & AIR FORCE,16
10/28/20,N35: NATIONAL MALL,8
10/29/20,N13: COLUMBIA HEIGHTS,973
10/29/20,N1: 16th ST HEIGHTS,830
10/29/20,N7: BRIGHTWOOD,758
10/29/20,N12: CHINATOWN,617
10/29/20,N37: NAYLOR/HILLCREST,552
10/29/20,N31: LOGAN CIRCLE/SHAW,535
10/29/20,N45: TRINIDAD,525
10/29/20,N38: PETWORTH,519
10/29/20,N8: BRIGHTWOOD PARK,518
10/29/20,N33: MICHIGAN PARK,510
10/29/20,N30: LINCOLN HEIGHTS,490
10/29/20,N32: MARSHALL HEIGHTS,487
10/29/20,N20: FORT DUPONT,423
10/29/20,N46: TWINING,412
10/29/20,N43: SW/WATERFRONT,411
10/29/20,N14: CONGRESS HEIGHTS/SHIPLEY,408
10/29/20,N4: BELLEVUE,399
10/29/20,N34: MOUNT PLEASANT,393
10/29/20,N21: FORT LINCOLN/GATEWAY,376
10/29/20,N47: U ST/PLEASANT,354
10/29/20,N18: EDGEWOOD,354
10/29/20,N29: LAMOND RIGGS,353
10/29/20,N26: HISTORIC ANACOSTIA,348
10/29/20,N48: UNION STATION,331
10/29/20,N6: BRENTWOOD,330
10/29/20,N17: EASTLAND GARDENS,330
10/29/20,N2: ADAMS MORGAN,322
10/29/20,N41: SOUTH COLUMBIA HEIGHTS,309
10/29/20,N16: DOUGLASS,296
10/29/20,N39: SAINT ELIZABETHS,263
10/29/20,N5: BLOOMINGDALE,261
10/29/20,N40: SHEPHERD PARK,242
10/29/20,N28: KINGMAN PARK,234
10/29/20,N23: GEORGETOWN EAST,233
10/29/20,N44: TENLEYTOWN,228
10/29/20,N42: STADIUM ARMORY,220
10/29/20,N27: KENT/PALISADES,209
10/29/20,N51: WOODRIDGE,188
10/29/20,N25: HILL EAST,186
10/29/20,N10: CATHEDRAL HEIGHTS,161
10/29/20,N49: WASHINGTON HIGHLANDS,153
10/29/20,N9: CAPITOL HILL,131
10/29/20,N24: GWU,117
10/29/20,N50: WOODLEY PARK,113
10/29/20,N19: FOREST HILLS,104
10/29/20,N11: CHEVY CHASE,84
10/29/20,N3: BARNABY WOODS,70
10/29/20,N22: GEORGETOWN,65
10/29/20,N15: DC MEDICAL CENTER,51
10/29/20,N36: NAVAL STATION & AIR FORCE,18
10/29/20,N35: NATIONAL MALL,8
10/30/20,N13: COLUMBIA HEIGHTS,979
10/30/20,N1: 16th ST HEIGHTS,828
10/30/20,N7: BRIGHTWOOD,762
10/30/20,N12: CHINATOWN,618
10/30/20,N37: NAYLOR/HILLCREST,556
10/30/20,N31: LOGAN CIRCLE/SHAW,545
10/30/20,N45: TRINIDAD,529
10/30/20,N38: PETWORTH,523
10/30/20,N8: BRIGHTWOOD PARK,518
10/30/20,N33: MICHIGAN PARK,511
10/30/20,N30: LINCOLN HEIGHTS,492
10/30/20,N32: MARSHALL HEIGHTS,490
10/30/20,N20: FORT DUPONT,427
10/30/20,N46: TWINING,415
10/30/20,N43: SW/WATERFRONT,415
10/30/20,N14: CONGRESS HEIGHTS/SHIPLEY,410
10/30/20,N4: BELLEVUE,407
10/30/20,N34: MOUNT PLEASANT,394
10/30/20,N21: FORT LINCOLN/GATEWAY,377
10/30/20,N47: U ST/PLEASANT,359
10/30/20,N29: LAMOND RIGGS,358
10/30/20,N18: EDGEWOOD,356
10/30/20,N26: HISTORIC ANACOSTIA,351
10/30/20,N48: UNION STATION,335
10/30/20,N17: EASTLAND GARDENS,335
10/30/20,N6: BRENTWOOD,331
10/30/20,N2: ADAMS MORGAN,326
10/30/20,N41: SOUTH COLUMBIA HEIGHTS,311
10/30/20,N16: DOUGLASS,297
10/30/20,N39: SAINT ELIZABETHS,267
10/30/20,N5: BLOOMINGDALE,261
10/30/20,N40: SHEPHERD PARK,246
10/30/20,N28: KINGMAN PARK,237
10/30/20,N23: GEORGETOWN EAST,233
10/30/20,N44: TENLEYTOWN,229
10/30/20,N42: STADIUM ARMORY,220
10/30/20,N27: KENT/PALISADES,211
10/30/20,N25: HILL EAST,191
10/30/20,N51: WOODRIDGE,188
10/30/20,N10: CATHEDRAL HEIGHTS,162
10/30/20,N49: WASHINGTON HIGHLANDS,154
10/30/20,N9: CAPITOL HILL,131
10/30/20,N24: GWU,117
10/30/20,N50: WOODLEY PARK,115
10/30/20,N19: FOREST HILLS,105
10/30/20,N11: CHEVY CHASE,84
10/30/20,N3: BARNABY WOODS,70
10/30/20,N22: GEORGETOWN,65
10/30/20,N15: DC MEDICAL CENTER,51
10/30/20,N36: NAVAL STATION & AIR FORCE,18
10/30/20,N35: NATIONAL MALL,8
10/31/20,N13: COLUMBIA HEIGHTS,987
10/31/20,N1: 16th ST HEIGHTS,834
10/31/20,N7: BRIGHTWOOD,763
10/31/20,N12: CHINATOWN,621
10/31/20,N37: NAYLOR/HILLCREST,555
10/31/20,N31: LOGAN CIRCLE/SHAW,553
10/31/20,N45: TRINIDAD,531
10/31/20,N38: PETWORTH,524
10/31/20,N8: BRIGHTWOOD PARK,522
10/31/20,N33: MICHIGAN PARK,513
10/31/20,N32: MARSHALL HEIGHTS,494
10/31/20,N30: LINCOLN HEIGHTS,492
10/31/20,N20: FORT DUPONT,434
10/31/20,N43: SW/WATERFRONT,417
10/31/20,N46: TWINING,416
10/31/20,N14: CONGRESS HEIGHTS/SHIPLEY,413
10/31/20,N4: BELLEVUE,407
10/31/20,N34: MOUNT PLEASANT,396
10/31/20,N21: FORT LINCOLN/GATEWAY,379
10/31/20,N47: U ST/PLEASANT,366
10/31/20,N29: LAMOND RIGGS,362
10/31/20,N18: EDGEWOOD,360
10/31/20,N26: HISTORIC ANACOSTIA,356
10/31/20,N48: UNION STATION,338
10/31/20,N17: EASTLAND GARDENS,336
10/31/20,N6: BRENTWOOD,332
10/31/20,N2: ADAMS MORGAN,329
10/31/20,N41: SOUTH COLUMBIA HEIGHTS,313
10/31/20,N16: DOUGLASS,299
10/31/20,N39: SAINT ELIZABETHS,267
10/31/20,N5: BLOOMINGDALE,264
10/31/20,N40: SHEPHERD PARK,247
10/31/20,N28: KINGMAN PARK,237
10/31/20,N23: GEORGETOWN EAST,233
10/31/20,N44: TENLEYTOWN,229
10/31/20,N42: STADIUM ARMORY,220
10/31/20,N27: KENT/PALISADES,212
10/31/20,N25: HILL EAST,191
10/31/20,N51: WOODRIDGE,189
10/31/20,N10: CATHEDRAL HEIGHTS,162
10/31/20,N49: WASHINGTON HIGHLANDS,154
10/31/20,N9: CAPITOL HILL,132
10/31/20,N50: WOODLEY PARK,116
10/31/20,N24: GWU,116
10/31/20,N19: FOREST HILLS,106
10/31/20,N11: CHEVY CHASE,84
10/31/20,N3: BARNABY WOODS,71
10/31/20,N22: GEORGETOWN,66
10/31/20,N15: DC MEDICAL CENTER,51
10/31/20,N36: NAVAL STATION & AIR FORCE,20
10/31/20,N35: NATIONAL MALL,8
11/1/20,N13: COLUMBIA HEIGHTS,987
11/1/20,N1: 16th ST HEIGHTS,844
11/1/20,N7: BRIGHTWOOD,765
11/1/20,N12: CHINATOWN,621
11/1/20,N37: NAYLOR/HILLCREST,556
11/1/20,N31: LOGAN CIRCLE/SHAW,556
11/1/20,N45: TRINIDAD,531
11/1/20,N38: PETWORTH,528
11/1/20,N8: BRIGHTWOOD PARK,524
11/1/20,N33: MICHIGAN PARK,514
11/1/20,N32: MARSHALL HEIGHTS,497
11/1/20,N30: LINCOLN HEIGHTS,494
11/1/20,N20: FORT DUPONT,436
11/1/20,N43: SW/WATERFRONT,420
11/1/20,N46: TWINING,418
11/1/20,N14: CONGRESS HEIGHTS/SHIPLEY,414
11/1/20,N4: BELLEVUE,410
11/1/20,N34: MOUNT PLEASANT,398
11/1/20,N21: FORT LINCOLN/GATEWAY,382
11/1/20,N47: U ST/PLEASANT,369
11/1/20,N29: LAMOND RIGGS,362
11/1/20,N18: EDGEWOOD,361
11/1/20,N26: HISTORIC ANACOSTIA,356
11/1/20,N17: EASTLAND GARDENS,339
11/1/20,N48: UNION STATION,337
11/1/20,N6: BRENTWOOD,333
11/1/20,N2: ADAMS MORGAN,331
11/1/20,N41: SOUTH COLUMBIA HEIGHTS,315
11/1/20,N16: DOUGLASS,300
11/1/20,N39: SAINT ELIZABETHS,267
11/1/20,N5: BLOOMINGDALE,264
11/1/20,N40: SHEPHERD PARK,248
11/1/20,N28: KINGMAN PARK,238
11/1/20,N23: GEORGETOWN EAST,235
11/1/20,N44: TENLEYTOWN,230
11/1/20,N42: STADIUM ARMORY,220
11/1/20,N27: KENT/PALISADES,212
11/1/20,N25: HILL EAST,191
11/1/20,N51: WOODRIDGE,189
11/1/20,N10: CATHEDRAL HEIGHTS,163
11/1/20,N49: WASHINGTON HIGHLANDS,154
11/1/20,N9: CAPITOL HILL,132
11/1/20,N24: GWU,119
11/1/20,N50: WOODLEY PARK,117
11/1/20,N19: FOREST HILLS,106
11/1/20,N11: CHEVY CHASE,84
11/1/20,N3: BARNABY WOODS,73
11/1/20,N22: GEORGETOWN,66
11/1/20,N15: DC MEDICAL CENTER,53
11/1/20,N36: NAVAL STATION & AIR FORCE,20
11/1/20,N35: NATIONAL MALL,8
11/2/20,N13: COLUMBIA HEIGHTS,995
11/2/20,N1: 16th ST HEIGHTS,846
11/2/20,N7: BRIGHTWOOD,768
11/2/20,N12: CHINATOWN,625
11/2/20,N37: NAYLOR/HILLCREST,561
11/2/20,N31: LOGAN CIRCLE/SHAW,561
11/2/20,N38: PETWORTH,532
11/2/20,N45: TRINIDAD,531
11/2/20,N8: BRIGHTWOOD PARK,527
11/2/20,N33: MICHIGAN PARK,515
11/2/20,N32: MARSHALL HEIGHTS,502
11/2/20,N30: LINCOLN HEIGHTS,497
11/2/20,N20: FORT DUPONT,437
11/2/20,N43: SW/WATERFRONT,424
11/2/20,N46: TWINING,418
11/2/20,N14: CONGRESS HEIGHTS/SHIPLEY,414
11/2/20,N4: BELLEVUE,410
11/2/20,N34: MOUNT PLEASANT,398
11/2/20,N21: FORT LINCOLN/GATEWAY,384
11/2/20,N47: U ST/PLEASANT,372
11/2/20,N29: LAMOND RIGGS,363
11/2/20,N18: EDGEWOOD,362
11/2/20,N26: HISTORIC ANACOSTIA,356
11/2/20,N17: EASTLAND GARDENS,341
